,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
30740,B757-300,REF LP 8411638 SEATS 29DEF NOT TO BE OCCUPIED UNTIL PSU LATCH REPAIRED.,"PSU LATCH REPLACED, PLACARD REMOVED.",TF,137,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30741,B757-300,AFT INB TRASH CAN MISSING,"TRASH BIN REPLACED, ALL ON ACFT,",TF,2,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30742,B757-300,31D ARMREST BROKEN,REPLACED ARMREST,TA,89,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30743,B757-300,LEFT OVERWING ESCAPE SLIDE BOTTLE PRESSURE DOES NOT TEST ON THE P61 PANEL. LIGHT DOES NOT ILLUMINATE DURING TEST.,"R&R LEFT OVERWING ESCAPE SLIDE BOTTLE IAW AMM 25-65-02-404-009.OPS CHECKS GOOD. THIS ACTION CLEARS MEL.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1799061  SN OFF 05409BOTTLE, ESCAPE   OFF 19-2565-9-9007 5409 ON 19-2565-9-9007 5609",TF,116,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30744,B757-300,SEAT 23F SEAT CUSHION WILL NOT STAY,REPLACED SEAT CUSJION ASSY AAS REQUIRED SEAT 23F,TA,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30745,B757-300,BEHIND F/O SEAT ON  COCKPIT BULKHEAD THERE IS A DARK COLOR FLUID STAIN,POTTED MISSING INSERTS IN LOWER BRACKET AS REQUIRED REF EA2560-02804 REV C.,TA,25,Delay>15mins,2560,EMERGENCY EQUIPMENT   
30819,B757-300,1R DOOR BUSSLE IS REMOVED.,REINSTALLED MAIN ENTRY DOOR 1R BUSSLE PER MM52-11-02ADD EMP:177154 177039,TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
30820,B757-300,1R DOOR SLIDE PIN IS INSTALLED.,REMOVED SAFETY PIN FROM MAIN ENTRY DOOR 1R PER MM25-66-01ADD EMP:177154 177039,TA,66,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30821,B757-300,"IN REF TO 3129860, DOOR 1RT SLIDE RAFT REMOVEDFOR T-S, , REF AMM25-66-01-004-154. NEED TO REINSTALLSLIDE AFTER COMPLETION OF T-S.",ACCOMPLISHED RII INSPECTION OF R1 SLIDE PER 09-25-05,TA,87,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30822,B757-300,"IN REF LOG#3129860 DR 1# RT NOT ARMING ISSUE, FOUND WORN AND EXCESSIVE, PLAY",ACCOMPLISHED INSPECTION OF LOWER LACTCH LINK ISTALLATION PER52-11-25 AND GMM 09-25-05,TA,115,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30823,B757-300,16C ARMREST BROKEN,"REMOVED DEBRI, OP CK GOOD.",TA,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30824,B757-300,SEAT 26F ARMREST BROKEN,REPAIRED END CAP.,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30825,B757-300,22A ROCKER,REPLACED SEAT BACK ACTUATOR.,TF,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30826,B757-300,TOILET FLUSH BUTTON IN FORWARD LAV IS CRACKED AND BROKEN.,REPLACED SWITCH. OPS CHECK GOOD. MM 25-25-00.,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30827,B757-300,CREW REPORTS SEAT 8D ARMCAP LOOSE.,REPLACED ARMCAP AND SEAT OUTBOARD SIDE PANEL.,TF,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30828,B757-300,COFFEE MAKER 116 WARMER BUTTON LIGHT IS OUT,RPLED LAMP AND NOW HAVE GOOD OP'S CHK.ADD EMP:U103239,TA,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30829,B757-300,TO REPORT DELAY ONLY-UPK MISSING,DELAY REPORTED,TA,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30830,B757-300,SEAT 18A HAS THE WRONG TYPE CUSHION BUTTOM.,REPLACED CUSHION AND COVER ASSY.,TA,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30831,B757-300,CLAENERS REPORT SEAT 37E AND 40ALIFE VEST CONTAINER NOTSECURE,SECURED LIFE VEST CONTAINERS GMM 06-35-10,TA,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30832,B757-300,SEAT 2B CUSHION NEEDS REPLACED DUE TO PAX SOILING SELF,"REPLACED CUSHION ON 2B AND PUT NEW COVER ON IT,CLEANER CLEANED SEAT",TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30833,B757-300,LOCATION 1AB AND 2AB SMALL CENTER ARM REST PULL OUT IS STUCK,"REINSTALLED BOTH 1AB 2AB CENTER TRAY,OPS CK NORMAL",TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30834,B757-300,FIRST CLASS FWD LAV  ASSEMBLY LOOSE FROM WALL,SECURED LAV ASSY. FWD.,TE,85,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30835,B757-300,UNABLE TO ARM DOOR 1R.  REPEAT WRITE UP.,"REPOSTIONED DOOR 1R SLIDE PACK, ADJUSTED GIRT BAR MECHANISM PERAMM 52-11-25-825-001, DOOR ARMS AND DISARMSADD EMP:177039 177066",TL,22,Delay>15mins,2560,EMERGENCY EQUIPMENT   
30913,B757-300,DOOR 2L SLIDE COVER LOOSE,RESECURED COVER.,TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30914,B757-300,CARPET TRIM SPLIT BY 2R,REMOVED AND REPLACED PLASTIC THRESHOLD AT FRONT OF 2 GALLEYADD EMP:U240344,TF,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30915,B757-300,FIRST CLASS GALLEY AND SFT GALLEY TRASH BINS REMOVED,VERIFIED TRASH CAN PRESENT IN ALL GALLEYS.,TF,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30916,B757-300,SEATS 27C AND SEAT 28C DO NOT STAY UPRIGHT,REPLACED SEAT LOCK ACTUATOR OPS CHK OKADD EMP:U107534,TF,41,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30917,B757-300,SEAT 2A DOES NOT STAY IN UP RIGHT POSITION,REPLACED HYDROLOCK ACTUATOR. OPS CK GOODADD EMP:U180693,TF,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30918,B757-300,SEAT 8D AISLE SIDE ARMREST SHROUD AT OUTBOARD SIDE COSMETICALLYDAMAGED.,REMOVED AND REPLACED SEAT 8D AISLE SHROUD IAW KOITO CMM 25-26-37 PERFORMED AT HAECO-MCN ON NR 36055 BY MECH V897914 AND INSPECTED BY QC18,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30919,B757-300,COMPARTMENT 210 LATCH MISSING,INSTALLED NEW LATCH AT GALLEY COMPARTMENT DOOR 210,TF,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30920,B757-300,GALLEY TRAY 208 STUCK,CLEANED OUT CABINET AND LUBED TRAY TABLE HINGES FOR FWD GALLEYTRAY 208. TRAY TABLE OPS CHECKED GOOD.,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30921,B757-300,"VERY IMPORTANT EMP REPORTED LAV ""P"" DOOR SQUEAKS WHEN USING TOOPEN OR CLOSE NO NOISE WHEN CLOSED.",LUBED DOOR HINDGE CKS NORMAL NO NOISE.,TA,53,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30922,B757-300,18 B AND 18 C SEAT CUSHIONS NEED REPLACING,RPL SEAT CUSHIONS AND COVERS REF AMM 25-25-01,TL,40,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30923,B757-300,1L JUMPSEAT SEAT BOTTOM BROKEN,REPLACED SEAT STOP PER AMM 25-28-07,TA,224,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30924,B757-300,SEAT 38C WILL NOT STAY UP RIGHT.,SEAT OPS CHECKED GOOD OK FOR SERVICE,TF,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30925,B757-300,ENG CAP ARMREST 29C SHARP EDGE.,REPLACED 29C ASILE END CAP. CKS GOOD.,TA,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30926,B757-300,1E SEAT BACK WILL NOT STAY UPRIGHT.,"REPLACED 1E HYDROLOCK AS REQUIRED, OPS CHECK GOOD",TL,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30927,B757-300,8D ARMREST BROKEN TRIM PIECE,RE-INSTALLED ARM CAP FOR TRAY TABLE.,TF,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30928,B757-300,"ROW 12 DEF PSU PANEL OPENED.LP ENTERED BU EMP U205680,NUMBER INVALID",INSP OXY GEN CABLES.FOUND NOT ACTIVATED.REINSTALLED OXY MASKDOOR PER AMM 35-21-705-075 & AMM 25-23-01-404-021.O.K. TOCONTINUE.,TA,42,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
30929,B757-300,TRAY TABLE HINGE BROKEN SEATS 16C AND 30B,REPLACED TRAY TABLE ASSEMBLY AT 30B.  FOUND TRAY TABLE ASSEMBLYREPLACED AT 15C.  FOUND 16C OK.ADD EMP:200207,TL,13,Delay 6-15mins,2520,PASSENGER COMPARTMENT
31013,B757-300,AFT CARGO PIT LOADING SYSTEM INOP.,"REMOVED AND REPLACED AFT CARGO LOADING SYS. DRIVE UNIT, DRIVEBELTS AND CARPET IN REF TO AMM TASKS: 25-53-05-400-802, 25-53-404-808 AND 25-53-28-404-009.ADD EMP:U117394 U243532 U143837 U116074UNIT, DRIVE *RE  OFF 53-2550-9-9001 4017 ON 53-2550-9-9001 3401",TF,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31014,B757-300,SEAT 15B SEAT CUSHION  MISSING,RPL CUSHION/COVER.,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31015,B757-300,35D ARM REST MISSING,ASSEMBLED AND INSTALLED ARMREST PER IFM 25-26-37.,TF,45,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31016,B757-300,LOUD HUM/HI NOISE LVL FR OM DOOR 2L-AFT AT HI THR UST SETTINGS.QUIET AT  LO THRUST.POSS AIR DU,GATE SEAL REATTACHED AND SECURED. AC PRESSURIZED. NO NOISE NOTED.ADD EMP:U110295,TA,30,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31017,B757-300,ACCESS COVER UNDER CENTE R LEFT PEDESTAL FALLEN OFF,RPR AND SECURED ACCESS PANEL.,TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31018,B757-300,12E WILL NOT STAY UP,"REMOVED AND REPLACED RECLINE ACTUATOR, OP CHECK GOOD",TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31019,B757-300,LL1 DOOR OUTLET NOT CHARGING,REPLACED OUTLET PER W-D 25-29-01 AND POWER OPS CHECKS OK.,TF,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31020,B757-300,CAPT SEAT DOES NOT ENGAG E TRACK LOCKS AT EITHER  SIDE OF 90 DEGREE TURN.,INSP CAPTS SEAT PER AMM TASK 25-11-00-216-009. SEAT TRACK LOCK POS ENGAGE  FROM THE FARTHEST FWD POS TO FARTHEST AFT POSITION.,TA,131,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31021,B757-300,AFT CARGO COMPARTMENT SLIDING CARPET LOADING SYSTEM INOP.,REMOVED AND REPLACED 3 BELTS AND THE CARPET OF AFT CARGO LOADING SYS IAW AMM 25-53-29 AND 25-53-28 OPS CHECK GOOD REMOVED MEL,TF,64,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31022,B757-300,FWD. LAV PAPER TOWEL DOOR LANYARD (INSIDE) ANCHOR PULLEDOUT.,"RESECURED FASTNER FOR FWD LAV PAPER TOWEL DISPENSER, PLACARD REMOVED.",TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31023,B757-300,3L DOOR PLASTIC TRIP MISSING ON RIGHT SIDE OF DOOR.,REPLACED PLASTIC STRIP TRIM.,TA,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31024,B757-300,"SEAT 17D INOP, DUE TO ARM CAP MISSING, SEE LOG PAGE 8602621","ARM REST CAP REPAIRED ON LOG PAGE 8602621, SEAT 17D IS USEABLE",TF,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31025,B757-300,FOAM COVERING METAL ON GLARESHIELD ADJACENT TO PANEL LIGHTSWITCHES IS MISSING ON BOTH CAPTAIN AND FO SIDE.,REPLACED PADS,TA,28,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
31026,B757-300,11D LOWER ARMREST ESCUTEON IS CRACKED AND HAS A PIECE BROKEN OFF,REMOVED AND REPLACED LOWER ARMREST ESCUTEON ON ROW 11D,TF,13,Delay 6-15mins,2520,PASSENGER COMPARTMENT
31094,B757-300,"SCHEDULED PARTS CHANGE FOR P/N 19-2565-9-9007S/N 4487BOTTLE, ESCAPE SLIDE, WING, 757-2/3  (SEE IMQ)POSITION R   RIGHT      NHA POSITION R   RIGHTIF SCHEDULED S/N  NOT FOUND, VERIFY S/NS IN ALL OTHER POSITIONSOR CONTACT MX CTRL PRIOR TO FLIGHT.  IF S/N FOUND, RMV/RPLC.",ROTABLE PARTS CHANGE WAS INDICATED - TT # 1395558  SN OFF 04487,TM,109,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31095,B757-300,SEAT 15C ARM REST FALLING OFF,REPLACED ARMCAP AT SEAT 15C. OK FOR SERVICE,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31096,B757-300,SEAT 34F NEEDS CUSHION AND COVER,REPLACED COVER AND CUSHION,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31097,B757-300,DOOR 2L FLT ATTN SEAT LOWER COMPARTMENT DOOR WON'T STAYCLOSED,RPL INBD LATCH ASSYADD EMP:U180691,TA,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31098,B757-300,LATCH FOR PANEL UNDER 2L FA JUMSEAT WILL NOT STAY CLOSED,ADJUSTED LATCH STOPS.,TL,2,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31099,B757-300,12A STUCK IN RECLINE POSITION WITH BUTTON RECESSED,ADJUSTED CABLE.OPS CHECKED GOOD.,TF,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31100,B757-300,AFT AED MISSING SEAL,DUPLICATE ITEM SEAL REPLACED PER GMNN.,TA,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31101,B757-300,SEAT 26F NEEDS NEW SEAT BOTTOM CUSHION,REPLACED COVER.,TA,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31102,B757-300,D RING ON 2L SLIDE  DISCONNECTED,REATTACHED D-RING TO VELCRO ON SLIDE AT 2L OPS GOOD,TL,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31103,B757-300,RED ARROWS MISSING FROM EXIT SIGNS AT 20F AND 21F,REPLACED EXIT SIGN LENS AT 20F AND 21F WITH CORRECT LENS.OK NOW.REF IPC 33-51-11-02A.DIP CLEARED.,TF,216,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31104,B757-300,POSITION 410 COMPARTMENT DOOR LOOSE,REPLACED MISSING SCREW FOR DOOR,TA,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31105,B757-300,REF LOG 3629171. DEFERRED INCORRECTLY 38C TRAY TABLE INOP,"REPLACED BROKEN LEFT SLIDING ARM, OPS CHKD NORMAL.",TF,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31106,B757-300,SEAT CUSHION 29F SOILED,REPLACED SEAT CUSHION AND COVER.,TA,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31107,B757-300,LAV C DOOR KNOB BROKEN OFF FROM DOOR LOCK ON INSIDE.,REPLACED DOOR LOCK ASSY. LAV C OPS CHECK GOOD.,TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31108,B757-300,12 C RECLINE INOP.,REATTACHED RECLINE CABLE. OPS CKS GOOD.,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31109,B757-300,SEAT 34E ARM CAP BROKEN. DIRECT TV CONTROLLER LOOSE.,REPLACED SEAT 34E ARM CAP. OPS CKS GOOD. OK TO CONTINUE.DIP REMOVED.,TF,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31110,B757-300,     L2 DOOR KNUCKLE KNOCKER INOP.,"REMOVED DOOR HANDLE AND MID LINER DOOR 2L. FOUND PIVET BOLT LOOSE FOR RETRACTABLE DOOR MECHANISM. SECURED PIVET BOLT, REF AMM 52-11-20-825-001, PARG K. RE-INSTALLED MID LINER AND HANDLE. OPS.CHK'D GOOD IAW AMM 52-11-20. MEC U006262, RII INSP  BY U07317.",TF,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31111,B757-300,SEAT 15F WILL NOT STAY  UPRIGHT,"R&R SEAT 15F HYDRO LOCK, SEAT BACK OPS NORMAL.",TE,11,Delay 6-15mins,2520,PASSENGER COMPARTMENT
31112,B757-300,DOOR 4R WILL NOT ARM,ADJUST LOWER DOOR LINNING ON R4 DDOR PER AMM25-66-01-404-044 SUBTASK 414-101ADD EMP:U114750,TL,45,Delay>15mins,2560,EMERGENCY EQUIPMENT   
31172,B757-300,ARMREST END CAP MISSING AT 17C,REPLACED ARMREST END CAP AT 17C,TF,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31173,B757-300,DOOR 1L ARMING & DISARMING SPONGY AND APPEARS OUT OF RIG. THE ARMING HANDLE ITSELF IS GOUGING THE DOOR LINER IN THE DISARMED POSITION. OTHER ENTRY DOORS ALL HAVE AN APPROX HALF INCH CLEARANCETO PREVENT KNUCKLE BUSTER. ADJUSTED ASSOCIATED LINKAGES ROD ENDSFROM LOWER HALF OF DOOR. NO HELP. IT APPEARS UPPER LINER NEEDS TO BE REMOVED AND INVESTIGATE CAUSE OF MISRIG.,INSP AND OPS CHECKED DOOR NO DEFECT FOUND,TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31174,B757-300,ARM REST AT 20D END CAP IS BROKEN,INSTALLED NEW END CAP AND INSTALLED ARMREST ASSY IAW AMM25-25-01-201.ADD EMP:U230706,TL,122,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31175,B757-300,30A SEAT WILL NOT SEAT STAY UPRIGHT.,REMOVED AND REPLACED HYDRO LOCK. SEAT OPS CHECK GOOD.,TF,24,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31176,B757-300,SEAT 30C ARM CAP BROKEN,"REPLACED ARMCAP, OK.",TF,71,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31177,B757-300,AFT GALLEY PWR LIGHT INOP,FOUND MAIN GALLEY CONNECTOR D1938P LOOSE. SECURED CONNECTOR IAWWDM 25-31-33. GALLEY LIGHT OPS CHECKS NORMALLY.ADD EMP:92628,TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31178,B757-300,LIFE RAFT IN 1ST CLASS SEAL BROKEN,INSTALLED NEW SEAL IN FIRST CLASS LIFE RAFT,TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31179,B757-300,ELECTRICAL OUTLET COVER  MISSING AT DOOR 4L.  OUTLET EXPOSED.,INSTALLED NRW OUTLET COVER AT DOOR 4L,TF,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31180,B757-300,SEAT 29E ARMREST BROKEN,REPLACED ARMREST BULLNOSE WHICH WAS FOUND BROKEN.,TA,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31181,B757-300,SEAT 27D WILL NOT STAY UPRGHT,ADJ. OPS NORMAL,TA,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31182,B757-300,DOOR 1R DOOR ARMED LIGHT NOT ILLUMINATED WITH DOOR ARMED.,"CLEANED FWD AND AFT DOOR 1R GIRT BAR PROX SENSOR, OPS CHECKED ARMING FUCTION PER AMM 52-11-01, RII ACCOMPLISHED BY U090074R WILDES.",TA,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31183,B757-300,11C WONT STAY UPRIGHT,REMOVED AND REPLACED HYDROLOC OPS CK OKAYADD EMP:U341036,TL,11,Delay 6-15mins,2520,PASSENGER COMPARTMENT
31258,B757-300,OVHD BIN 31D INOP.,"PERFORMED OPS CK OF OVHD BIN 31D, NO DEFECTS NOTED. OK FOR SERVICE, MEL CLOSED.",TF,75,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31259,B757-300,"AFT PIT, FWD RH SIDE NET HAS ONE FASTENER MISSING.",R&R'D FASTENER OK FOR SERVICE,TF,99,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31260,B757-300,1L FIRST AID KIT RETENT ION STAP INOP..,REPLACED CLIP ON STRAP,TL,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31261,B757-300,STOW BIN SEAT ROW 32DEF WILL NOT STAY CLOSED,ADJUSTED LATCH REF AMM 25-00,TF,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31262,B757-300,34E NEEDS SEAT CUSION,REPLACED SEAT CUSHION PLACARD REMOVED,TF,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31263,B757-300,FLT ATT JUMP SEAT LIFE   4LMISSING RED TAB  LIFE VEST TAB,REPLACED F/A'S LIFE VEST STRAP AT DOOR 4L.,TA,65,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31264,B757-300,F/A HANDSET AT 3R INOP,REPLACED HANDSET. OPS CHECKS GOOD,TA,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31265,B757-300,3F SEAT WONT STAY UP,"ADJUSTED SEAT RECLINING ACTUATOR, OPSCHECKS OK FOR SERVICE",TA,39,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31266,B757-300,21D WIRES STICKING OUT OF ARM REST,REPLACED ARMCAP AT SEAT 21 D . PLACARD REMOVED,TA,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31267,B757-300,FWD CARGO LOADING SYSTEM,"CLEANED TRASH UNDER MAT,OPS CHECK OF FWD CARGO LOADIND SYS GOOD.REF. FIM25-51-00.",TF,36,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31268,B757-300,F-A REPORTS SEAT 25D SOILED,REPLACED SEAT CUSHION AND COVER,TL,40,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31269,B757-300,REF 3360253 SEAT 24D ARMREST BROKEN. REQ TOMEL SEAT DO NOT USE,REPLACED ARMREST AT SEAT 24D REF IFM 25-26-37,TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31270,B757-300,SEAL AT DOOR 2L IS LOOSE,SEAL OK.,TL,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31271,B757-300,ARMREST ARMCAP AT 21D BROKEN,REPLACED ARM CAP AT 21D,TA,55,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31272,B757-300,SEAT CUSHION 41A NEEDS  REPLACE,REPLACED SEAT BOTTOM CUSHION AND COVER IN REF TO AMM 25-00-00.,TF,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31273,B757-300,ARMCAP AT SEAT 26D BROKEN.,REPLACED ARMCAP.,TA,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31274,B757-300,FOR TDR ONLY. CAPT SEAT WILL NOT LOCK IN PLACE.REF LOG PAGE 8618727. A/C TAKEN OUT OF SERVICE.,FOR TDR ONLY,TA,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31275,B757-300,TV CONTROL IN ARM REST AT SEAT 21B IS COMING APART.                          EMPLOYEE NO U113467 NOT RECOGNIZED.,REINSTALLED ARM REST ESCUTCHEON.,TA,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31276,B757-300,DOOR 4R D RING ON SLIDE NOT EXPOSED CORRECTLY.,FOUND D-RING BEHIND INTERIOR SEAL - EXERCISED RENDER SAFE CHECKLIST TO JUST BEFORE SLIDE REMOVAL -- SLIDE WAS NOT REMOVED ----OK FOR SERVICE.,TL,51,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31277,B757-300,SEAT 33B DOES NOT REMAIN UPRIGHT.,REMOVED AND REPLACED SEAT 33B HYDROLOK IAW AMM 25-25-01.OPS CK GOOD.,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
31278,B757-300,SEAT 10F WILL NOT STAY UPRIGHT,REINSTALLED RECLINE CABLE TO THE BUTTON AND REMOVED LOCKS SEAT OPS CK NORMALADD EMP:U335105,TA,106,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31279,B757-300,OVERHEAD BIN AT 3R WILL NOT STAY CLOSED,"BINS EMPTY & NO STUFFING OVERSIZED BAGS IN BIN, CKS NORMAL.MEL CLOSED. BIN  LATCHES CK GOOD.",TF,11,Delay 6-15mins,2520,PASSENGER COMPARTMENT
31376,B757-300,DOOR 4L WILL NOT ARM,ACCOMPLISHED RII BUYBACK AND VERIFIED REMOVAL OF SAFETY PIN,TL,84,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31377,B757-300,SEAT 40E IS CONSIDERED INOP AND MAY NOT BE OCCUPIEDDO DAMAGE ARM REST END CAP AND RCU,REPLACED SEAT ARMREST END CAP SEAT IS USABLE.,TA,114,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31378,B757-300,LAV INDICATOR LIGHT AT 1L INOP,RELAMPED AS REQUIRED OPS CHK GOOD. IAW AMM 33-30-00ADD EMP:U334328,TF,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31379,B757-300,FLIGHT ATTENDANTSAFETY STRAP FOR LIFEVEST MISSING AND DOOR 1 LEFT,REPLACED STRAP,TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31380,B757-300,SEAT 37F WILL NOT STAY IN UPRIGHT POSITION.,"REMOVED AND REPLACED SEAT 37F HYDROLOCK REF AMM 25-25-01-252-105, OPS CHK GOOD.ADD EMP:U238954",TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31381,B757-300,SEAT CUSHION 25C WET,REPLACED SEAT CUSHION,TF,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
31382,B757-300,SEAT 7C ISLE TRIM DAMAGED,REPLACED TRIM/ SEAT IS FULLY FUNCTIONAL,TF,218,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
