,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
26665,B757-200,seat 31b unable to recline headphone pin stuck in jack unit ,replaced rju adjusted recline cable 31b okay to continue forservice ,TA,5,Delay 0-5mins,2500,equipment furnishings general
26666,B757-200,oven 411 will not heat up,reset performed operational check oven checked normal ,TA,15,Delay 6-15mins,2500,equipment furnishings general
26667,B757-200,seat cushion covers taken from 38b 38e seats are vomitted and placed behind 40a,covers were replaced check ok,TA,36,Delay>15mins,2500,equipment furnishings general
26668,B757-200,seat 10f life vest pouch missing cover ,inspected compartment instaled life vest life vest door installed and seal attached okay for service gmm 05 20 10,TA,32,Delay>15mins,2560,emergency equipment
26669,B757-200,life vest box at seat 40b broken,removed and replaced box inspected life vest found intact reinstalled and installed new seal,TA,13,Delay 6-15mins,2560,emergency equipment
26725,B757-200,leak in forward galley appears to be water,replaced coffee maker ops check good ref amm25 00 00rotable parts change was indicated tt 1889161 sn off 2369coffeemaker a off 99 2590 9 0004 2369 on 99 2590 9 0004 1648,TL,14,Delay 6-15mins,2500,equipment furnishings general
26726,B757-200,brown fluid on center pedastal needs cleaned up and is causing rudder trim to stick,cleaned,TA,39,Delay>15mins,2500,equipment furnishings general
26727,B757-200,seat 4e controller broken,reset seat conroller at 4e ground check normal ,TF,17,Delay>15mins,2500,equipment furnishings general
26728,B757-200,floor panel row 4 left side is loose,reinstalled panel no defects noted ,TA,12,Delay 6-15mins,2500,equipment furnishings general
26729,B757-200,storage door 2l wont open,adjusted latch f a stowage at door 2l ,TF,25,Delay>15mins,2500,equipment furnishings general
26730,B757-200,cntr fuel pumps remained on during fuel pre flihgt chk,reset all fueling switches and door switch ops checks normal ,TA,41,Delay>15mins,2500,equipment furnishings general
26731,B757-200,slide light illuminated at 2l,reomoved debri from girt bar light functions normal ref mm 25 66 00,TA,37,Delay>15mins,2500,equipment furnishings general
26732,B757-200,closet at 2r cant open can not use straight back ,readjusted door locking mechanism ops check normal,TF,72,Delay>15mins,2500,equipment furnishings general
26733,B757-200,life vest compartment under seat 28b disconected,removed replaced life vest compartment o k to continue ,TA,97,Delay>15mins,2500,equipment furnishings general
26734,B757-200,fa life vests secure straps at door 2l missisg,installed flightatt life vest lanyard as required no otherdefects noted ,TA,19,Delay>15mins,2500,equipment furnishings general
26735,B757-200,bottom portion of left armrest metal box is cracked belowpad forward section does not affect armrest pad is scured ,accomplished installation inspection of first officers seat ,TF,16,Delay>15mins,2500,equipment furnishings general
26736,B757-200,seat 39b tray table missing latch ,replaced latch as required ,TA,14,Delay 6-15mins,2500,equipment furnishings general
26737,B757-200,4ef 1st class o h bin ha s wires exposed,replaced broken latch,TL,10,Delay 6-15mins,2500,equipment furnishings general
26738,B757-200,door 4l ring not secure,resecured d ring at l4 acft okay to cont ,TL,21,Delay>15mins,2500,equipment furnishings general
26739,B757-200,seat 4e wi8lol not come up ,reset utility bus c b ops good ,TL,6,Delay 6-15mins,2500,equipment furnishings general
26740,B757-200,seat 4 e hand set will not stow,replaced hand set assembly ops check good,TA,5,Delay 0-5mins,2500,equipment furnishings general
26741,B757-200,ref to mel 2841a l t f q inop,fueled l t main fuel tank using stick 7 8 8 15 050 lbspitch 20 degrees roll 0 degrees okay to continue,TF,26,Delay>15mins,2500,equipment furnishings general
26742,B757-200,seat 26a inoperable due to 26b seatback broke mel 2525b,seat 26a repaired uasable seat 26a inoperable placardremoved add emp u222074,TF,17,Delay>15mins,2520,passenger compartment
26743,B757-200,seat 4ab panels detached ,secured panels seat 4ab ,TL,10,Delay 6-15mins,2520,passenger compartment
26821,B757-200,seat 9a has headset prong broken off and stuck inside ,replaced rju ops chk 5min delay customer very happy priceless,TL,19,Delay>15mins,2500,equipment furnishings general
26822,B757-200,main compartment passenger seat belt locate by seat no is defective missing etcseat 28a seatbelt dirty,replaced,TL,10,Delay 6-15mins,2500,equipment furnishings general
26823,B757-200,1a seat controls inop,reactivated seat reset the seat controller and operated electcontrols several times ops checks normal,TF,28,Delay>15mins,2500,equipment furnishings general
26824,B757-200,seat 20d seat cushion needs to be replaced ,removed and replaced cover at seat 20d,TL,19,Delay>15mins,2500,equipment furnishings general
26825,B757-200,seats 1e and 1f do not operate electrically ,re calibrated seat ops good ,TA,14,Delay 6-15mins,2500,equipment furnishings general
26826,B757-200,seat 9a will not stay up,rescure seat push buttonops good,TA,24,Delay>15mins,2500,equipment furnishings general
26827,B757-200,seat 1 e not working no t responding to inputs,found actuator disconnected reconnected and recalibrated seat works normally now okay to continue ,TF,49,Delay>15mins,2500,equipment furnishings general
26828,B757-200,life vest box 28c lose,secured life vest box at 28c satisfactory for flight ,TA,19,Delay>15mins,2500,equipment furnishings general
26829,B757-200,paper towell dispenser latch wont stay latched,replaced latch for b f towel holder ops chkd good,TL,57,Delay>15mins,2500,equipment furnishings general
26830,B757-200,door 1r difficult to arm ,cleared f o d from slide packgirt bar emergency slide arming satisfactory ,TA,21,Delay>15mins,2500,equipment furnishings general
26831,B757-200,door 2l knuckle knocker failed to arm correctly ,adjusted knuckle knocker and door trim working normal verified removal of door assist bottle safety pins ref amm25 66 01 404 044 ,TA,194,Delay>15mins,2500,equipment furnishings general
26832,B757-200,aft oven 412 getting and elec smell with oven powered off pulling cb no change ,replaced oven 412 and operated for 10 min no abnormal smell opschecked good ref amm 25 34 00 rotable parts change was indicated tt 1870219 sn off 0301oven large sg off 99 2533 9 0002 0301 on 99 2533 9 0002 0336,TA,223,Delay>15mins,2500,equipment furnishings general
26833,B757-200,4f seat inop,cleared debris from recline track recline checks good ,TA,8,Delay 6-15mins,2520,passenger compartment
26834,B757-200,seat tray table at 25c support arm fractured,replaced table assy ops checks good ,TF,27,Delay>15mins,2520,passenger compartment
26835,B757-200,coffee maker 308 does not brew,coffee maker 308 removed and refitted now ops ok ref 25 30 00,TA,15,Delay 6-15mins,2530,galleys
26910,B757-200,scheduled parts change for p n 19 2567 9 0002s n 0511slide b757 200 4 rh restricted to high gtow a cposition r4 right 4 nha position r4 right 4if scheduled s n not found verify s ns in all other positionsor contact mx ctrl prior to flight if s n found rmv rplc ,removed and replaced r4 slide i a w w c 19 2560 1 9801rotable parts change was indicated tt 1370583 sn off 00511slide b757 200 off 19 2567 9 0002 0511 on 19 2567 9 0002 0294,TM,11,Delay 6-15mins,2500,equipment furnishings general
26911,B757-200,fwd flight att jumpseat 1l inop ,rpl broken springs,TF,27,Delay>15mins,2500,equipment furnishings general
26912,B757-200,seat 9c will not recline,removed and replaced ultra lock at seat 9c ops check good ,TF,23,Delay>15mins,2500,equipment furnishings general
26913,B757-200,seats 2a and 4a seatbottoms soiled,replaced cushion and covers at both 2a and 4a,TA,22,Delay>15mins,2500,equipment furnishings general
26914,B757-200,door 2l associated slide light intermittent when armed,cleaned and inspected door l2 girt bar system iaw amm 25 66 10 202 035 no discrepencies noted lobercated girt bar system ground ops check of door good at this time ,TA,72,Delay>15mins,2500,equipment furnishings general
26915,B757-200,seat 38c side panel fell off ,replaced end bay seat 38c emergency light ops check normalremoved tape from area installed in ewradd emp u224264,TF,45,Delay>15mins,2500,equipment furnishings general
26916,B757-200,window frame at 23a need s to be put back in plac e it fell off ,secured window frame ops normal ,TL,4,Delay 0-5mins,2500,equipment furnishings general
26917,B757-200,seat 4a controls do not work,during visual inspection of harness found connecotr to be disconnected from controller reconnected and preformed ops check conteroller ops cehcked good mel removed ,TF,52,Delay>15mins,2500,equipment furnishings general
26918,B757-200,seat cushion at 40a miss ing,installed new seat cusshion and rods at 40a ops check ok,TF,49,Delay>15mins,2500,equipment furnishings general
26919,B757-200,seat 12d is not fully upright,r r seat 12d seat reline act per amm 25 25 01 252 105grd ckd okadd emp n,TA,4,Delay 0-5mins,2500,equipment furnishings general
26920,B757-200,to report a delay a c 3127 pcta forward gal compartment water leak damage coffee maker insert ,delay reported,TA,33,Delay>15mins,2500,equipment furnishings general
26921,B757-200,fwd galley cart restraint bar inop d at position 111,maint replaced q turn cleared item ,TF,23,Delay>15mins,2500,equipment furnishings general
26922,B757-200,22c seat bottom loose ,replaced 22c seat webbing and cushion ,TL,8,Delay 6-15mins,2500,equipment furnishings general
26923,B757-200,seat 4f no electric recline ,recalibrated seat all ops normal pla removed actuator recli off 25 2521 9 9004 1811 on 25 2521 9 9004 1593,TA,14,Delay 6-15mins,2500,equipment furnishings general
26924,B757-200,mid galley has no water avaible ,reinstalled handle shutoff valve opc good,TF,27,Delay>15mins,2500,equipment furnishings general
26980,B757-200,soiled seat cushion 3b,replaced seat btm cover,TA,17,Delay>15mins,2500,equipment furnishings general
26981,B757-200,eemk outdated sticker ,removed and replaced eemk ok to continuerotable parts change was indicated tt 1703469 sn off 0000ipc reference 2500kit med emerg off 29 2560 9 9006 0013 on 29 2560 9 9006 0091,TP,153,Delay>15mins,2500,equipment furnishings general
26982,B757-200,tray table latch missing 21a,replaced latch ,TF,12,Delay 6-15mins,2500,equipment furnishings general
26983,B757-200,28d armrest needs new cover,replaced armrest cover on seat 28d ops checks good placard pulled ,TL,43,Delay>15mins,2500,equipment furnishings general
26984,B757-200,31d lifevest bracket fell off,replaced life vest holder ,TF,25,Delay>15mins,2500,equipment furnishings general
26985,B757-200,seat 7a wont recline ,resecured loose connection to ultraloc on seat 7a recline now ops check normal,TF,27,Delay>15mins,2500,equipment furnishings general
26986,B757-200,wall panels on air conditioning rt nr emer exit rows loose,resecured wall panel okay to continue ,TA,31,Delay>15mins,2500,equipment furnishings general
26987,B757-200,pbe container near door 4lis broken unable to close door,replaced pbe container and reinstalled pbe per amm 25 64 00 902 041 ,TA,19,Delay>15mins,2500,equipment furnishings general
26988,B757-200,fwd lavatory cabinet door will not stayed latch,adjusted door latch ok for flight,TA,34,Delay>15mins,2500,equipment furnishings general
26989,B757-200,installed safety pin in r 1 door slide pac assembly f o m per amm 25 66 01 004 154,c w removal of r1 door slide safety pin ,TA,92,Delay>15mins,2500,equipment furnishings general
26990,B757-200,window shade at 38a inop,reposition shade ops check ok,TA,32,Delay>15mins,2500,equipment furnishings general
26991,B757-200,seat 2a outlet inop,removed and replaced air conditioning power outlet on seat 2a ops chkgood ref amm 25 25 00 placard removed ,TF,22,Delay>15mins,2500,equipment furnishings general
26992,B757-200,fa jumpseat at 1l will not retract,replaced seat springs and ops check good,TF,218,Delay>15mins,2500,equipment furnishings general
26993,B757-200,inside cabin right hand side inbetween the 2 over wing exitdoors the trim panel is not flush at the top sticks out,trim panel reglued as required placerd removed ,TF,186,Delay>15mins,2500,equipment furnishings general
26994,B757-200,37c wire sticking out of upper seat cushion ,secured sticking wire at seat 37c,TF,12,Delay 6-15mins,2500,equipment furnishings general
